issue_number,draw_date,red_ball_1,red_ball_2,red_ball_3,red_ball_4,red_ball_5,blue_ball_1,blue_ball_2,sales_amount,jackpot_amount
09114,"373,572",2,8,25,29,33,3,7,15,84532884
09113,"85,492",3,4,10,18,27,6,8,38,107532884
09112,"536,090",2,8,12,34,35,4,5,20,106317667
09111,"812,939",4,11,13,19,35,10,12,13,102143818
09110,"284,138",22,28,30,31,34,7,9,20,107143818
09109,"643,784",2,11,13,26,35,6,10,17,104931600
09108,"172,777",1,9,14,29,30,7,10,37,109931600
09107,"147,193",11,12,33,34,35,1,10,38,107315252
09106,"812,805",11,21,22,25,34,6,9,12,112315252
09105,"262,127",1,25,26,34,35,6,11,26,108309281
09104,"136,035",15,25,29,32,33,10,11,36,105875241
09103,"450,423",16,20,28,32,33,1,2,21,103776415
09102,"37,067",11,13,29,32,35,10,12,34,100398240
09101,"252,790",2,10,14,22,26,4,9,19,96558044
09100,"224,135",16,20,25,29,33,1,8,15,101558044
09099,"274,102",3,9,21,23,33,6,10,11,92144340
09098,"185,192",11,17,19,25,26,2,10,23,82781006
09097,"470,531",6,13,14,22,25,1,4,19,108781006
09096,"152,532",7,12,28,32,33,1,3,16,104983148
09095,"197,490",8,18,24,30,33,1,6,29,96868423
09094,"277,852",1,5,21,23,29,5,12,11,106868423
09093,"35,091",7,9,22,30,33,9,11,44,97843787
09092,"115,829",10,21,22,27,29,8,12,19,102843787
09091,"287,238",1,5,17,32,34,3,7,11,95708687
09090,"171,998",18,25,30,33,34,4,10,11,91379188
09089,"126,376",3,6,11,19,27,2,7,18,95503725
09088,"404,320",13,16,27,32,34,3,9,18,93709743
09087,"202,183",10,24,28,30,33,1,10,13,103709743
09086,"683,662",1,2,7,26,29,10,12,12,96350255
09085,"106,181",6,13,27,33,34,9,12,32,101350255
09084,"317,589",5,9,19,26,35,2,10,10,106350255
09083,"240,991",2,5,28,34,35,1,7,13,96924199
09082,"48,546",5,11,26,29,32,8,11,95,88152117
09081,"234,042",2,15,20,25,33,3,6,26,103152117
09080,"575,753",7,16,19,29,35,2,11,10,108152117
09079,"1,077,741",1,2,7,13,34,4,10,3,105602353
09078,"836,630",11,23,26,31,34,5,11,4,94738714
09077,"77,965",7,20,28,32,34,6,8,26,95368454
09076,"113,659",3,9,11,18,24,4,5,21,99692562
09075,"224,909",1,7,11,32,33,9,11,12,96863663
09074,"959,223",15,17,19,23,32,1,11,4,88928864
09073,"70,530",1,10,19,21,30,1,4,38,78185555
09072,"8,775",23,26,29,32,33,5,10,40,79140662
09071,"85,911",4,20,29,30,33,2,11,27,83098878
09070,"92,128",10,21,24,30,31,3,10,18,76603975
09069,"85,823",14,16,27,30,33,8,12,30,76341617
09068,"517,024",2,12,15,20,28,1,12,7,73988274
09067,"272,097",3,6,25,28,32,2,5,9,62985985
09066,"174,611",1,8,19,24,31,6,12,15,53386371
09065,"102,983",1,12,24,27,32,2,11,20,50172633
09064,"566,068",6,10,11,17,34,11,12,7,43367500
09063,"92,917",5,6,18,21,22,1,7,31,32272565
09062,"58,422",4,22,23,29,31,5,11,29,23114655
09061,"235,409",2,10,21,26,34,2,10,12,18272611
09060,"53,998",18,28,29,30,31,4,8,21,13780887
09059,"109,201",2,13,14,29,33,4,11,14,20333605
09058,"414,063",8,10,14,27,32,2,7,8,35319074
09057,"17,313",6,15,22,27,30,2,9,91,25348422
09056,"44,614",4,13,17,32,35,3,6,40,99675089
09055,"235,353",5,8,14,23,24,5,6,15,94528324
09054,"129,993",2,12,19,29,30,7,12,48,83457274
09053,"35,679",5,9,24,31,33,5,6,48,101457274
09052,"88,871",23,24,30,34,35,1,3,28,96062600
09051,"215,774",3,11,22,26,29,5,12,14,93348517
09050,"69,076",5,15,28,32,33,8,9,28,84527645
09049,"389,542",5,16,28,29,34,11,12,9,86879914
09048,"276,036",5,6,22,25,27,11,12,10,80754578
09047,"451,368",13,18,21,24,29,3,6,8,72561808
09046,"84,525",1,9,24,34,35,4,9,33,61692863
09045,"441,668",1,9,14,24,35,6,9,7,61184674
09044,"18,710",1,7,18,29,34,3,9,35,51785973
09043,"60,136",5,21,22,32,35,2,5,43,54669480
09042,"34,388",11,24,25,26,31,2,7,32,55024866
09041,"163,126",5,9,20,23,29,4,10,16,64481431
09040,"315,517",3,16,30,32,33,1,10,11,55529044
09039,"265,033",1,3,7,10,33,3,4,10,45281025
09038,"9,467",6,17,20,29,32,4,5,69,45414837
09037,"208,584",17,18,19,25,31,1,11,15,48490237
09036,"214,663",2,12,26,31,33,9,10,13,37276722
09035,"37,040",3,7,9,28,33,3,8,29,28381047
09034,"3,000",5,19,31,32,35,4,9,130,30000000
09033,"152,143",2,8,18,21,32,8,11,19,65455579
09032,"77,486",4,12,20,26,29,6,10,26,56850363
09031,"270,076",7,11,19,21,22,1,11,14,55688643
09030,"353,834",1,7,27,30,32,1,4,9,44647908
09029,"452,537",3,4,13,17,24,4,11,8,35136843
09028,"22,180",6,20,30,32,35,9,11,32,0
09027,"487,991",3,22,26,33,34,9,10,7,19652034
09026,"75,673",24,30,31,32,34,10,12,28,10087407
09025,"335,347",3,17,22,23,33,4,10,9,26773220
09024,"3,000",29,31,32,33,35,10,11,674,32195688
09023,"410,040",15,17,21,27,33,7,11,9,97585347
09022,"207,950",12,14,17,34,35,4,11,14,87252331
09021,"39,000",1,15,31,32,34,3,8,26,78401952
09020,"97,186",5,16,18,32,35,2,11,27,90300606
09019,"20,189",4,29,31,32,35,4,10,71,81647109
09018,"211,361",1,6,13,28,29,3,9,31,90497720
09017,"404,617",5,11,23,26,33,4,12,8,100497720
09016,"379,576",10,11,20,26,27,9,11,26,95754526
09015,"297,789",1,5,10,16,27,3,4,22,100754526
09014,"331,862",8,14,15,25,26,7,9,21,110754526
09013,"321,586",5,24,26,30,35,5,12,11,108052216
09012,"1,510,959",2,5,20,25,31,10,12,6,97066823
09011,"386,940",2,11,13,14,21,2,4,9,102066823
09010,"144,293",2,9,12,21,29,7,11,25,91665870
09009,"290,018",12,18,23,26,32,6,9,25,80595649
09008,"552,330",4,17,21,29,31,2,12,19,103595649
09007,"199,923",6,14,15,29,35,6,11,35,108595649
09006,"301,435",2,4,22,31,35,9,12,27,113595649
09005,"868,620",10,11,15,31,32,5,8,8,110430577
09004,"375,553",1,3,22,32,35,6,10,10,107762673
09003,"501,146",16,18,23,30,32,2,11,7,97247171
09002,"882,242",1,4,7,12,30,5,10,4,85740843
09001,"132,349",1,15,23,27,30,4,10,24,74377565
08154,"42,798",5,7,10,29,32,4,6,52,80816669
08153,"146,678",2,4,6,25,26,2,5,19,100816669
08152,"763,297",3,5,14,20,33,7,11,15,97520511
08151,"337,600",7,10,27,31,34,8,9,19,107520511
08150,"53,471",1,9,10,15,25,3,8,32,104578566
08149,"294,221",2,5,6,27,29,3,4,12,98889218
08148,"494,106",3,7,20,33,35,4,7,6,88014808
08147,"1,099,239",16,18,19,24,35,11,12,4,78883713
08146,"212,607",9,23,24,26,33,7,12,16,82572235
08145,"107,849",5,16,27,29,30,5,11,25,86975858
08144,"9,283",10,19,27,28,33,5,12,68,83882865
08143,"82,780",1,2,22,29,32,1,4,37,86943624
08142,"274,202",6,18,21,30,35,8,9,13,77115916
08141,"371,457",9,15,18,30,34,4,5,9,70292307
08140,"42,974",2,9,11,29,32,8,9,54,65307524
08139,"278,598",1,6,10,14,22,6,8,14,67799049
08138,"195,360",4,5,18,22,35,7,8,12,56409937
08137,"97,713",1,10,25,32,35,5,9,27,52876589
08136,"312,214",3,28,29,32,34,1,6,11,49504459
08135,"80,364",7,22,25,29,33,1,12,31,39363748
08134,"168,403",11,13,15,28,35,8,10,16,51983043
08133,"226,773",10,12,15,33,35,3,9,13,51306918
08132,"157,821",6,14,24,27,29,5,9,15,42671397
08131,"278,795",8,9,12,21,32,7,11,13,56512634
08130,"86,650",3,5,22,29,34,7,12,28,50427744
08129,"49,409",13,16,20,25,27,4,5,40,54305213
08128,"224,815",12,15,23,24,25,10,11,17,48522335
08127,"22,180",8,21,22,31,33,1,7,83,37065728
08126,"115,103",9,29,32,34,35,1,8,24,44463793
08125,"384,330",1,4,28,33,34,6,11,10,35761969
08124,"10,772",2,10,13,29,33,6,10,56,23709355
08123,"172,185",1,6,12,28,31,8,9,19,39766773
08122,"14,776",3,6,12,20,29,9,12,75,34738697
08121,"191,587",11,23,24,32,35,4,10,13,31139136
08120,"385,140",21,23,24,25,32,3,4,9,27556018
08119,"208,703",1,2,10,19,27,1,11,18,27850465
08118,"187,684",6,9,19,25,30,6,12,19,16279924
08117,"61,080",13,23,24,25,30,2,8,25,26979783
08116,"62,310",6,8,15,24,31,1,3,42,27396324
08115,"86,488",7,9,19,21,33,7,10,21,24126512
08114,"22,586",2,3,22,27,31,6,7,23,38314513
08113,"772,402",11,14,17,19,22,1,8,6,54670241
08112,"169,800",4,18,26,32,33,5,8,17,40396244
08111,"241,071",2,11,12,14,19,5,9,13,30602178
08110,"135,302",5,16,25,27,33,4,9,22,20207159
08109,"184,402",1,10,18,28,34,5,8,13,21417903
08108,"216,138",11,16,24,29,32,9,11,16,22086078
08107,"172,182",1,2,13,15,16,4,9,19,21676849
08106,"85,173",3,5,21,28,33,2,6,20,11359693
08105,"122,470",12,21,22,26,35,4,5,17,6446866
08104,"388,207",7,8,10,24,34,8,11,8,3000000
08103,"68,630",2,11,22,30,34,4,9,24,3000000
08102,"119,004",5,25,26,29,35,3,10,21,3000000
08101,"78,076",10,13,23,31,33,4,11,27,4558447
08100,"291,959",12,20,26,29,30,2,6,9,3000000
08099,"134,290",3,18,23,25,30,6,10,15,5865795
08098,"54,143",7,10,22,27,33,4,8,35,0
08097,"3,000",1,10,31,33,35,3,10,122,3000000
08096,"156,532",6,7,12,25,28,2,12,19,51083547
08095,"145,704",3,4,11,21,25,1,7,19,40652246
08094,"97,281",7,12,19,27,34,11,12,25,32166417
08093,"3,000",6,7,10,24,30,5,8,37,29049234
08092,"204,524",3,23,26,32,34,4,9,20,84049234
08091,"53,609",9,13,19,22,25,4,10,35,83877838
08090,"158,124",4,11,18,33,34,2,6,18,78173788
08089,"70,023",8,13,24,32,33,3,9,29,69407390
08088,"3,000",7,11,19,27,31,2,3,284,73133263
08087,"139,573",14,22,32,33,35,1,5,21,106133263
08086,"386,572",1,6,10,22,35,3,7,20,97222896
08085,"779,011",3,7,13,15,19,2,10,11,102222896
08084,"820,484",2,17,20,22,25,5,11,9,107222896
08083,"72,749",6,14,15,30,31,3,10,26,103354895
08082,"478,399",15,19,29,33,35,1,2,6,97447629
08081,"202,466",7,8,20,22,29,4,7,13,87803100
08080,"692,784",6,9,29,31,33,5,11,14,89753026
08079,"856,193",20,23,26,32,33,5,12,9,113753026
08078,"672,125",8,17,20,28,31,7,11,9,110267094
08077,"693,790",1,8,21,33,34,5,7,12,107674611
08076,"1,706,921",3,5,10,27,34,1,12,5,104255214
08075,"991,344",1,10,13,30,33,6,7,7,109255214
08074,"459,528",10,13,22,31,35,4,12,14,106776852
08073,"1,670,649",2,5,6,7,31,8,10,4,111776852
08072,"5,000,000",10,25,32,33,34,3,9,1,109032214
08071,"243,628",1,5,11,14,25,1,9,11,103904908
08070,"127,969",9,17,18,21,31,1,5,16,95582570
08069,"90,215",5,13,16,29,33,6,8,16,94419559
08068,"254,273",6,9,11,33,34,6,10,18,97468553
08067,"387,249",3,10,14,15,22,4,7,7,107468553
08066,"940,660",2,7,21,22,25,4,12,3,99878464
08065,"175,555",19,22,23,25,32,6,12,13,91976912
08064,"225,082",14,18,24,27,31,6,7,8,84996832
08063,"146,358",7,11,24,30,35,6,8,11,78442432
08062,"139,431",1,15,27,28,29,3,10,16,77951044
08061,"150,345",7,10,14,19,32,3,6,12,76470288
08060,"156,597",3,13,17,23,30,1,11,13,70660934
08059,"26,028",7,13,21,25,31,8,10,41,63908438
08058,"489,330",3,9,11,29,33,3,12,5,60745467
08057,"103,637",5,8,9,17,33,5,6,12,53894837
08056,"372,783",15,19,25,30,31,3,9,6,54542073
08055,"137,185",2,14,28,30,35,4,12,16,47026761
08054,"78,332",5,14,23,31,35,2,6,24,39728478
08053,"175,719",1,13,21,23,32,3,6,16,38674943
08052,"35,066",3,18,19,30,35,5,9,25,38212276
08051,"641,936",1,7,9,11,33,3,11,3,51521999
08050,"129,148",1,5,11,26,27,3,7,20,43972824
08049,"248,988",1,11,14,28,30,3,10,9,43872638
08048,"544,151",1,13,22,25,27,2,10,5,37179835
08047,"59,174",12,18,22,23,30,6,12,21,29561718
08046,"501,069",11,25,26,27,35,7,8,9,30485754
08045,"493,038",14,32,33,34,35,2,4,14,115485754
08044,"4,516,480",2,21,23,27,32,10,11,2,112703610
08043,"1,449,595",5,8,10,31,33,2,4,5,109477552
08042,"405,892",5,10,13,32,35,4,5,15,106578362
08041,"619,659",7,17,21,22,28,5,10,9,104056030
08040,"34,936",4,8,19,22,29,8,11,31,101533132
08039,"417,137",7,11,15,27,35,4,7,4,98031078
08038,"348,426",12,13,19,32,33,2,10,8,96256762
08037,"104,455",11,20,24,31,35,4,10,17,95866644
08036,"519,236",9,19,22,30,32,1,10,4,98543603
08035,"162,775",2,12,13,29,30,5,7,37,90983517
08034,"634,156",6,7,18,34,35,5,10,9,105983517
08033,"2,952,185",3,10,21,23,30,1,9,1,103673374
08032,"65,714",3,9,19,27,33,9,10,18,95407254
08031,"350,472",14,20,23,27,28,2,4,7,91543214
08030,"447,175",3,21,23,26,35,5,8,5,89085150
08029,"25,470",6,11,18,29,30,4,11,46,81320000
08028,"138,162",3,11,17,19,26,7,12,12,77185698
08027,"191,369",5,17,23,31,32,4,8,12,76382874
08026,"265,702",1,21,22,24,25,8,10,8,74309856
08025,"191,005",6,10,12,15,28,4,12,12,73679841
08024,"271,283",8,12,17,20,30,1,2,9,66941163
08023,"22,144",6,26,31,32,34,7,10,30,59190000
08022,"46,426",9,12,13,25,31,8,10,30,102193304
08021,"195,511",5,10,13,21,24,4,9,9,97357541
08020,"118,181",4,5,15,17,33,4,8,17,90459912
08019,"43,493",8,24,25,29,31,4,5,22,94437363
08018,"141,304",3,6,7,11,30,2,3,12,96685103
08017,"553,868",2,14,25,29,32,1,6,13,90270000
08016,"558,842",8,10,11,17,19,6,9,3,103275539
08015,"121,057",9,18,20,27,33,6,9,22,96703552
08014,"565,603",4,7,10,28,34,1,6,11,106703552
08013,"169,227",1,11,19,22,35,5,9,10,104117935
08012,"563,450",2,10,29,32,35,2,3,11,98520000
08011,"502,593",14,20,22,24,27,7,10,4,106526651
08010,"118,288",6,23,24,27,29,6,8,16,99208884
08009,"275,263",4,8,12,24,30,5,8,7,92121050
08008,"110,305",2,6,8,17,32,8,9,21,85338560
08007,"150,110",3,4,5,12,28,3,12,12,77740690
08006,"556,690",10,12,26,29,34,5,7,9,76436044
08005,"205,174",18,25,29,31,34,9,10,13,104436044
08004,"70,740",9,22,24,31,33,8,9,30,96278288
08003,"403,009",1,11,13,32,35,2,7,13,106278288
08002,"971,263",1,12,24,31,32,10,12,10,111278288
08001,"129,903",1,2,11,34,35,3,10,36,107601362
07093,"120,638",6,8,16,25,27,8,12,18,105764152
07092,"292,161",6,19,27,28,29,6,10,15,98062620
07091,"106,595",7,12,26,31,32,3,8,20,103062620
07090,"203,444",4,20,24,31,33,9,12,30,121062620
07089,"162,746",8,13,24,30,34,1,12,34,118403312
07088,"1,870,652",17,18,21,23,33,6,10,4,123403312
07087,"516,222",8,18,30,31,33,4,9,11,120730951
07086,"287,168",14,18,19,26,28,3,9,21,118260460
07085,"318,368",17,24,28,29,33,2,5,18,115737483
07084,"353,124",5,11,18,29,34,10,11,18,113486161
07083,"1,739,592",1,5,20,21,24,3,4,6,110837729
07082,"315,047",3,5,14,33,34,7,8,14,107110032
07081,"423,726",6,18,20,22,35,4,9,6,105332263
07080,"277,692",1,15,20,25,27,5,10,9,98213654
07079,"301,684",6,9,25,26,31,2,8,20,99816226
07078,"1,264,680",9,12,14,22,23,1,2,6,117816226
07077,"714,204",4,6,12,13,24,1,4,10,114835194
07076,"759,246",2,9,12,15,31,9,10,8,119835194
07075,"699,275",5,11,20,30,32,7,11,9,117340528
07074,"568,656",16,17,23,24,31,5,10,11,114793167
07073,"97,253",4,5,9,12,23,2,11,27,112071738
07072,"1,731,966",21,24,26,27,33,1,5,5,110988051
07071,"194,834",10,22,32,33,35,1,7,27,107895254
07070,"560,240",7,26,29,30,35,3,4,10,105682492
07069,"684,774",2,13,16,21,35,1,5,8,103561582
07068,"212,979",4,9,13,14,33,6,10,10,101164872
07067,"313,249",11,18,25,30,31,4,9,12,94843650
07066,"509,328",4,7,8,19,24,7,12,11,104843650
07065,"502,257",19,20,24,29,31,9,10,5,102515288
07064,"262,121",2,16,32,33,35,5,10,17,94639890
07063,"735,424",10,31,33,34,35,7,12,9,104639890
07062,"212,088",1,4,10,14,29,11,12,10,101960843
07061,"200,342",2,10,19,28,29,2,9,9,95309737
07060,"172,969",12,13,29,30,31,4,7,20,89251394
07059,"606,432",4,15,23,31,33,3,9,10,107251394
07058,"183,072",8,21,25,28,33,2,6,10,104565766
07057,"196,652",14,16,30,32,35,6,7,9,98824607
07056,"1,392,355",4,11,17,20,21,5,9,4,92547455
07055,"265,478",10,16,24,31,33,7,10,7,100547455
07054,"105,035",4,10,19,29,34,3,6,15,94452068
07053,"138,299",11,16,19,21,25,1,10,14,97511192
07052,"121,612",1,14,29,32,33,5,10,12,89534085
07051,"111,302",3,7,24,28,35,8,11,13,84426353
07050,"345,663",13,21,22,30,35,1,11,6,79440004
07049,"195,186",9,10,15,17,32,4,6,9,72471427
07048,"145,705",8,25,26,29,35,6,8,10,66569000
07047,"201,712",1,6,15,19,35,2,9,7,61754883
07046,"285,671",4,16,18,23,30,1,10,7,56784691
07045,"259,396",9,16,20,26,35,11,12,9,49745733
07044,"209,895",4,5,7,12,26,1,10,8,42773163
07043,"56,327",4,9,22,24,31,2,6,27,43955760
07042,"199,771",7,10,22,31,35,5,6,9,51845697
07041,"296,541",3,16,17,22,35,1,8,8,45804596
07040,"410,121",5,21,25,28,35,1,4,5,61663883
07039,"793,961",10,11,20,21,35,7,11,6,63233173
07038,"1,355,883",6,21,25,27,32,8,9,4,111233173
07037,"777,835",1,6,7,17,31,11,12,6,109005650
07036,"1,782,650",15,18,21,27,34,1,2,3,106672144
07035,"665,119",7,11,16,31,32,1,12,9,104380164
07034,"1,101,499",6,8,11,13,22,2,11,4,102099756
07033,"227,974",1,5,8,14,22,3,12,15,100290150
07032,"2,704,435",1,13,21,23,32,4,11,2,105290150
07031,"529,188",3,21,27,31,32,6,8,9,113290150
07030,"1,071,320",11,14,27,33,35,2,7,4,111475790
07029,"729,169",15,22,25,29,35,9,11,5,109715764
07028,"622,689",20,26,30,34,35,3,10,8,107944923
07027,"381,819",2,3,10,19,27,6,10,10,105765511
07026,"640,854",5,9,13,33,35,1,8,6,103992777
07025,"2,970,252",22,24,26,27,34,2,10,2,102482191
07024,"89,160",6,16,20,25,31,4,9,11,100360583
07023,"1,588,379",8,10,23,32,34,8,10,3,97314853
07022,"609,046",8,10,12,23,25,3,10,5,105314853
07021,"427,795",2,4,24,29,33,1,2,3,103966251
07020,"540,188",2,6,11,12,18,5,12,7,98935374
07019,"131,383",3,6,17,22,23,4,6,10,103935374
07018,"66,104",3,4,16,23,28,6,9,13,99815184
07017,"1,319,535",13,14,29,32,34,3,12,4,96964762
07016,"672,187",1,14,19,24,31,3,12,6,101964762
07015,"521,647",2,8,12,13,17,11,12,8,100236279
07014,"816,872",1,2,7,29,32,6,7,6,105236279
07013,"83,401",12,17,27,29,34,6,9,12,102960707
07012,"183,907",3,12,15,29,34,7,11,7,98897389
07011,"648,189",29,32,33,34,35,9,10,3,99674870
07010,"292,239",6,8,18,29,34,9,11,4,94230078
07009,"190,700",1,3,9,19,34,9,12,7,89975065
07008,"131,766",2,8,11,21,23,4,7,8,85596585
07007,"152,469",14,16,25,26,35,4,9,6,82645026
07006,"461,113",1,16,20,23,28,3,6,3,80083542
07005,"72,293",1,9,19,20,30,2,11,15,84210190
07004,"26,607",6,10,16,17,25,2,4,23,80930948
07003,"317,521",3,4,18,23,32,1,6,2,78904528
07002,"339,746",15,22,31,34,35,5,12,3,84592975
07001,"136,558",22,24,29,31,35,4,11,8,89168335
